Pulse_time,I_e,Tau_Syn_Ex,Result
600,8,84.94999999999979,-0.8750407064365396
600,9,81.25,-0.8750407064365396
600,9,81.35,-0.8750407064365396
600,9,81.44999999999999,-0.8750402332582312
600,9,81.54999999999998,-0.8750407064365396
600,9,81.64999999999998,-0.8750407064365396
600,9,81.74999999999997,-0.8750407064365396
600,9,81.84999999999997,-0.8750407064365396
600,9,81.94999999999996,-0.8750407064365396
600,9,82.04999999999995,-0.8750407064365396
600,9,82.14999999999995,-0.8750407064365396
600,9,82.24999999999994,-0.8750407064365396
600,9,82.34999999999994,-0.8750407064365396
600,9,82.44999999999993,-0.8750402332582312
600,9,82.54999999999993,-0.8750407064365396
600,9,82.64999999999992,-0.8750402332582312
600,9,82.74999999999991,-0.8750407064365396
600,9,82.84999999999991,-0.8750407064365396
600,9,82.9499999999999,-0.8750402332582312
600,9,83.0499999999999,-0.8750407064365396
600,9,83.14999999999989,-0.8750407064365396
600,9,83.24999999999989,-0.8750402332582312
600,9,83.34999999999988,-0.8750407064365396
600,9,83.44999999999987,-0.8750407064365396
600,9,83.54999999999987,-0.8750402332582312
600,9,83.64999999999986,-0.8750407064365396
600,9,83.74999999999986,-0.8750407064365396
600,9,83.84999999999985,-0.8750402332582312
600,9,83.94999999999985,-0.8750407064365396
600,9,84.04999999999984,-0.8750407064365396
600,9,84.14999999999984,-0.8750402332582312
600,9,84.24999999999983,-0.8750407064365396
600,9,84.34999999999982,-0.8750407064365396
600,9,84.44999999999982,-0.8750407064365396
600,9,84.54999999999981,-0.8750402332582312
600,9,84.6499999999998,-0.8750407064365396
600,9,84.7499999999998,-0.8750407064365396
600,9,84.8499999999998,-0.8750407064365396
600,9,84.94999999999979,-0.8750402332582312
605,6,81.25,0.0
605,6,81.35,0.0
605,6,81.44999999999999,-0.8750407064365396
605,6,81.54999999999998,-0.8750402332582312
605,6,81.64999999999998,-0.8750407064365396
605,6,81.74999999999997,-0.8750402332582312
605,6,81.84999999999997,-0.8750407064365396
605,6,81.94999999999996,-0.8750407064365396
605,6,82.04999999999995,-0.8750402332582312
605,6,82.14999999999995,-0.8750407064365396
605,6,82.24999999999994,-0.8750407064365396
605,6,82.34999999999994,-0.8750407064365396
605,6,82.44999999999993,-0.8750407064365396
605,6,82.54999999999993,-0.8750402332582312
605,6,82.64999999999992,-0.8750407064365396
605,6,82.74999999999991,-0.8750402332582312
605,6,82.84999999999991,-0.8750407064365396
605,6,82.9499999999999,-0.8750402332582312
605,6,83.0499999999999,-0.8750407064365396
605,6,83.14999999999989,-0.8750402332582312
605,6,83.24999999999989,-0.8750407064365396
605,6,83.34999999999988,-0.8750402332582312
605,6,83.44999999999987,-0.8750407064365396
605,6,83.54999999999987,-0.8750407064365396
605,6,83.64999999999986,-0.8750402332582312
605,6,83.74999999999986,-0.8750407064365396
605,6,83.84999999999985,-0.8750407064365396
605,6,83.94999999999985,-0.8750402332582312
605,6,84.04999999999984,-0.8750407064365396
605,6,84.14999999999984,-0.8750407064365396
605,6,84.24999999999983,-0.8750402332582312
605,6,84.34999999999982,-0.8750407064365396
605,6,84.44999999999982,-0.8750407064365396
605,6,84.54999999999981,-0.8750402332582312
