Pulse_time,I_e,Tau_Syn_Ex,Result
600,8,71.7999999999999,0.0
600,8,71.89999999999989,0.0
600,8,71.99999999999989,0.0
600,8,72.09999999999988,0.0
600,8,72.19999999999987,0.0
600,8,72.29999999999987,0.0
600,8,72.39999999999986,0.0
600,8,72.49999999999986,0.0
600,8,72.59999999999985,0.0
600,8,72.69999999999985,0.0
600,8,72.79999999999984,0.0
600,8,72.89999999999984,0.0
600,8,72.99999999999983,0.0
600,8,73.09999999999982,0.0
600,8,73.19999999999982,0.0
600,8,73.29999999999981,0.0
600,8,73.3999999999998,0.0
600,8,73.4999999999998,0.0
600,8,73.5999999999998,0.0
600,8,73.69999999999979,0.0
600,9,70.0,0.0
600,9,70.1,0.0
600,9,70.19999999999999,0.0
600,9,70.29999999999998,0.0
600,9,70.39999999999998,0.0
600,9,70.49999999999997,0.0
600,9,70.59999999999997,0.0
600,9,70.69999999999996,0.0
600,9,70.79999999999995,0.0
600,9,70.89999999999995,0.0
600,9,70.99999999999994,0.0
600,9,71.09999999999994,0.0
600,9,71.19999999999993,0.0
600,9,71.29999999999993,0.0
600,9,71.39999999999992,0.0
600,9,71.49999999999991,0.0
600,9,71.59999999999991,0.0
600,9,71.6999999999999,0.0
600,9,71.7999999999999,0.0
600,9,71.89999999999989,0.0
600,9,71.99999999999989,0.0
600,9,72.09999999999988,0.0
600,9,72.19999999999987,0.0
600,9,72.29999999999987,0.0
600,9,72.39999999999986,0.0
600,9,72.49999999999986,0.0
600,9,72.59999999999985,0.0
600,9,72.69999999999985,0.0
600,9,72.79999999999984,0.0
600,9,72.89999999999984,0.0
600,9,72.99999999999983,0.0
600,9,73.09999999999982,0.0
600,9,73.19999999999982,0.0
600,9,73.29999999999981,0.0
600,9,73.3999999999998,0.0
600,9,73.4999999999998,0.0
600,9,73.5999999999998,0.0
600,9,73.69999999999979,0.0
605,6,70.0,0.0
605,6,70.1,0.0
605,6,70.19999999999999,0.0
605,6,70.29999999999998,0.0
605,6,70.39999999999998,0.0
605,6,70.49999999999997,0.0
605,6,70.59999999999997,0.0
605,6,70.69999999999996,0.0
605,6,70.79999999999995,0.0
605,6,70.89999999999995,0.0
605,6,70.99999999999994,0.0
605,6,71.09999999999994,0.0
605,6,71.19999999999993,0.0
605,6,71.29999999999993,0.0
605,6,71.39999999999992,0.0
605,6,71.49999999999991,0.0
605,6,71.59999999999991,0.0
605,6,71.6999999999999,0.0
605,6,71.7999999999999,0.0
605,6,71.89999999999989,0.0
605,6,71.99999999999989,0.0
605,6,72.09999999999988,0.0
605,6,72.19999999999987,0.0
605,6,72.29999999999987,0.0
605,6,72.39999999999986,0.0
605,6,72.49999999999986,0.0
605,6,72.59999999999985,0.0
605,6,72.69999999999985,0.0
605,6,72.79999999999984,0.0
605,6,72.89999999999984,0.0
605,6,72.99999999999983,0.0
605,6,73.09999999999982,0.0
605,6,73.19999999999982,0.0
605,6,73.29999999999981,0.0
605,6,73.3999999999998,0.0
605,6,73.4999999999998,0.0
605,6,73.5999999999998,0.0
605,6,73.69999999999979,0.0
605,7,70.0,0.0
605,7,70.1,0.0
605,7,70.19999999999999,0.0
605,7,70.29999999999998,0.0
605,7,70.39999999999998,0.0
605,7,70.49999999999997,0.0
605,7,70.59999999999997,0.0
605,7,70.69999999999996,0.0
605,7,70.79999999999995,0.0
605,7,70.89999999999995,0.0
605,7,70.99999999999994,0.0
605,7,71.09999999999994,0.0
605,7,71.19999999999993,0.0
605,7,71.29999999999993,0.0
605,7,71.39999999999992,0.0
605,7,71.49999999999991,0.0
605,7,71.59999999999991,0.0
605,7,71.6999999999999,0.0
605,7,71.7999999999999,0.0
605,7,71.89999999999989,0.0
605,7,71.99999999999989,0.0
605,7,72.09999999999988,0.0
605,7,72.19999999999987,0.0
605,7,72.29999999999987,0.0
605,7,72.39999999999986,0.0
605,7,72.49999999999986,0.0
605,7,72.59999999999985,0.0
605,7,72.69999999999985,0.0
605,7,72.79999999999984,0.0
605,7,72.89999999999984,0.0
605,7,72.99999999999983,0.0
605,7,73.09999999999982,0.0
605,7,73.19999999999982,0.0
605,7,73.29999999999981,0.0
605,7,73.3999999999998,0.0
605,7,73.4999999999998,0.0
605,7,73.5999999999998,0.0
605,7,73.69999999999979,0.0
605,8,70.0,0.0
605,8,70.1,0.0
605,8,70.19999999999999,0.0
605,8,70.29999999999998,0.0
605,8,70.39999999999998,0.0
605,8,70.49999999999997,0.0
605,8,70.59999999999997,0.0
605,8,70.69999999999996,0.0
605,8,70.79999999999995,0.0
605,8,70.89999999999995,0.0
605,8,70.99999999999994,0.0
605,8,71.09999999999994,0.0
605,8,71.19999999999993,0.0
605,8,71.29999999999993,0.0
605,8,71.39999999999992,0.0
605,8,71.49999999999991,0.0
605,8,71.59999999999991,0.0
605,8,71.6999999999999,0.0
605,8,71.7999999999999,0.0
605,8,71.89999999999989,0.0
605,8,71.99999999999989,0.0
605,8,72.09999999999988,0.0
605,8,72.19999999999987,0.0
605,8,72.29999999999987,0.0
605,8,72.39999999999986,0.0
605,8,72.49999999999986,0.0
605,8,72.59999999999985,0.0
605,8,72.69999999999985,0.0
605,8,72.79999999999984,0.0
605,8,72.89999999999984,0.0
605,8,72.99999999999983,0.0
605,8,73.09999999999982,0.0
605,8,73.19999999999982,0.0
605,8,73.29999999999981,0.0
605,8,73.3999999999998,0.0
605,8,73.4999999999998,0.0
605,8,73.5999999999998,0.0
605,8,73.69999999999979,0.0
605,9,70.0,0.0
605,9,70.1,0.0
605,9,70.19999999999999,0.0
605,9,70.29999999999998,0.0
605,9,70.39999999999998,0.0
605,9,70.49999999999997,0.0
605,9,70.59999999999997,0.0
605,9,70.69999999999996,0.0
605,9,70.79999999999995,0.0
605,9,70.89999999999995,0.0
605,9,70.99999999999994,0.0
605,9,71.09999999999994,0.0
605,9,71.19999999999993,0.0
605,9,71.29999999999993,0.0
605,9,71.39999999999992,0.0
605,9,71.49999999999991,0.0
605,9,71.59999999999991,0.0
605,9,71.6999999999999,0.0
605,9,71.7999999999999,0.0
605,9,71.89999999999989,0.0
605,9,71.99999999999989,0.0
605,9,72.09999999999988,0.0
605,9,72.19999999999987,0.0
